,日期,批发价格
171,2020-12-19,5.363333333
172,2020-12-20,5.38
173,2020-12-21,6.203333333
174,2020-12-22,5.805
175,2020-12-23,5.8575
176,2020-12-24,6.103333333
177,2020-12-25,5.425
178,2020-12-26,4.953333333
179,2020-12-27,5.805
180,2020-12-28,6.386666667
181,2020-12-29,5.39
182,2020-12-30,6.2125
183,2020-12-31,5.54
184,2021-01-01,5.955
185,2021-01-02,5.666666667
186,2021-01-03,6.2075
187,2021-01-04,5.885
188,2021-01-05,5.855
189,2021-01-06,6.6775
190,2021-01-07,5.995
191,2021-01-08,5.443333333
192,2021-01-09,5.435
193,2021-01-10,6.145
194,2021-01-11,6.245
195,2021-01-12,6.44
196,2021-01-13,6.74
197,2021-01-14,6.51
198,2021-01-15,6.61
199,2021-01-16,6.62
200,2021-01-17,6.54
201,2021-01-18,6.54
202,2021-01-19,6.67
203,2021-01-20,6.69
204,2021-01-21,6.78
205,2021-01-22,6.945
206,2021-01-23,7.13
207,2021-01-24,5.963333333
208,2021-01-25,7.13
209,2021-01-26,7.27
210,2021-01-27,7.38
211,2021-01-28,7.28
212,2021-01-29,7.39
213,2021-01-30,8.433333333
214,2021-01-31,8.543333333
215,2021-02-01,8.8625
216,2021-02-02,8.9575
217,2021-02-03,8.94
218,2021-02-04,8.8575
219,2021-02-05,8.376
220,2021-02-06,8.41
221,2021-02-07,8.85
222,2021-02-08,8.894
223,2021-02-09,9.455
224,2021-02-10,9.61
225,2021-02-13,7.785
226,2021-02-14,8.84
227,2021-02-15,7.75
228,2021-02-16,8.24
229,2021-02-17,8.1
230,2021-02-18,7.96
231,2021-02-19,10.19
232,2021-02-20,9.085
233,2021-02-21,8.875
234,2021-02-22,8.275
235,2021-02-23,7.604
236,2021-02-24,6.92
237,2021-02-25,4.98
238,2021-02-26,5.0075
239,2021-02-27,5.0875
240,2021-02-28,5.0475
241,2021-03-01,5.1425
242,2021-03-02,5.04
243,2021-03-03,5.54
244,2021-03-04,5.6475
245,2021-03-05,5.6125
246,2021-03-06,4.96
247,2021-03-07,5.033333333
248,2021-03-08,5.6
249,2021-03-09,5.685
250,2021-03-10,5.82
251,2021-03-11,5.533333333
252,2021-03-12,5.473333333
253,2021-03-13,5.986666667
254,2021-03-14,6.12
255,2021-03-15,5.885
256,2021-03-16,6.166666667
257,2021-03-17,6.205
258,2021-03-18,6.266666667
259,2021-03-19,6.333333333
260,2021-03-20,6.196666667
261,2021-03-21,6.136666667
262,2021-03-22,5.5725
263,2021-03-23,6.046666667
264,2021-03-24,6.135
265,2021-03-25,6.13
266,2021-03-26,6.256666667
267,2021-03-27,6.423333333
268,2021-03-28,6.236666667
269,2021-03-29,6.246666667
270,2021-03-30,6.276666667
271,2021-03-31,6.4975
272,2021-04-01,6.46
273,2021-04-02,6.345
274,2021-04-03,6.47
275,2021-04-04,5.8925
276,2021-04-05,6.05
277,2021-04-06,5.72
278,2021-04-07,5.6925
279,2021-04-08,5.88
280,2021-04-09,5.236666667
281,2021-04-10,6.0
282,2021-04-11,5.7475
283,2021-04-12,6.01
284,2021-04-13,6.075
285,2021-04-14,5.98
286,2021-04-15,5.5125
287,2021-04-16,4.935
288,2021-04-17,4.765
289,2021-04-18,4.8175
290,2021-04-19,4.95
291,2021-04-20,4.865
292,2021-04-21,4.7175
293,2021-04-22,4.5175
294,2021-04-23,4.7175
295,2021-04-24,4.655
296,2021-04-25,4.4825
297,2021-04-26,4.4
298,2021-04-27,4.73
299,2021-04-28,5.0325
300,2021-04-29,5.09
301,2021-04-30,5.1225
302,2021-05-01,4.9675
303,2021-05-02,5.02
304,2021-05-03,4.97
305,2021-05-04,4.3875
306,2021-05-05,4.4275
307,2021-05-06,4.765
308,2021-05-07,4.805
309,2021-05-08,4.7425
310,2021-05-09,4.7425
311,2021-05-10,4.3125
312,2021-05-11,3.985
313,2021-05-12,3.6825
314,2021-05-13,3.655
315,2021-05-14,3.5475
316,2021-05-15,3.4975
317,2021-05-16,3.51
318,2021-05-17,3.39
319,2021-05-18,3.4925
320,2021-05-19,3.726666667
321,2021-05-20,3.405
322,2021-05-21,3.676666667
323,2021-05-22,3.5275
324,2021-05-23,3.815
325,2021-05-24,3.8975
326,2021-05-25,3.66
327,2021-05-26,3.52
328,2021-05-27,3.5225
329,2021-05-28,3.5275
330,2021-05-29,3.615
331,2021-05-30,3.59
332,2021-05-31,3.47
333,2021-06-01,3.35
334,2021-06-02,3.4
335,2021-06-03,3.5225
336,2021-06-04,3.5675
337,2021-06-05,3.635
338,2021-06-06,3.5425
339,2021-06-07,3.415
340,2021-06-08,3.3275
341,2021-06-09,3.3075
342,2021-06-10,3.2625
343,2021-06-11,3.2725
344,2021-06-12,3.304
345,2021-06-13,3.358
346,2021-06-14,3.492
347,2021-06-15,3.508
348,2021-06-16,3.565
349,2021-06-17,3.455
350,2021-06-18,2.86
351,2021-06-19,2.853333333
352,2021-06-20,2.71
353,2021-06-21,2.593333333
354,2021-06-22,2.606666667
355,2021-06-23,2.716666667
356,2021-06-24,2.553333333
357,2021-06-25,3.09
358,2021-06-26,2.583333333
359,2021-06-27,2.786666667
360,2021-06-28,2.6025
361,2021-06-29,2.75
362,2021-06-30,2.8
363,2021-07-01,2.863333333
364,2021-07-02,2.575
365,2021-07-03,2.763333333
366,2021-07-04,2.616666667
367,2021-07-05,2.435
368,2021-07-06,2.4475
369,2021-07-07,2.435
370,2021-07-08,2.45
371,2021-07-09,2.435
372,2021-07-10,2.275
373,2021-07-11,2.4625
374,2021-07-12,2.5075
375,2021-07-13,2.59
376,2021-07-14,2.885
377,2021-07-15,3.6925
378,2021-07-16,3.55
379,2021-07-17,3.933333333
380,2021-07-18,3.762
381,2021-07-19,3.2225
382,2021-07-20,3.904
383,2021-07-21,4.034
384,2021-07-22,3.6325
385,2021-07-23,3.92
386,2021-07-24,5.1575
387,2021-07-25,5.47
388,2021-07-26,5.4525
389,2021-07-27,5.235
390,2021-07-28,5.215
391,2021-07-29,4.94
392,2021-07-30,4.436666667
393,2021-07-31,4.825
394,2021-08-01,4.88
395,2021-08-02,4.9575
396,2021-08-03,5.6925
397,2021-08-04,5.93
398,2021-08-05,6.15
399,2021-08-06,6.38
400,2021-08-07,6.335
401,2021-08-08,6.69
402,2021-08-09,6.2025
403,2021-08-10,6.165
404,2021-08-11,6.2425
405,2021-08-12,6.0475
406,2021-08-13,5.7525
407,2021-08-14,4.915
408,2021-08-15,4.81
409,2021-08-16,4.795
410,2021-08-17,4.8475
411,2021-08-18,5.365
412,2021-08-19,4.9425
413,2021-08-20,5.3925
414,2021-08-21,5.6625
415,2021-08-22,5.59
416,2021-08-23,5.3775
417,2021-08-24,5.1075
418,2021-08-25,4.645
419,2021-08-26,4.635
420,2021-08-27,4.5875
421,2021-08-28,4.8625
422,2021-08-29,5.055
423,2021-08-30,5.03
424,2021-08-31,5.1025
425,2021-09-01,5.215
426,2021-09-02,4.92
427,2021-09-03,5.0775
428,2021-09-04,5.3125
429,2021-09-05,5.4075
430,2021-09-06,5.375
431,2021-09-07,5.5875
432,2021-09-08,5.72
433,2021-09-09,5.69
434,2021-09-10,5.5425
435,2021-09-11,5.41
436,2021-09-12,5.2475
437,2021-09-13,5.0975
438,2021-09-14,5.13
439,2021-09-15,5.125
440,2021-09-16,4.81
441,2021-09-17,4.7025
442,2021-09-18,4.8025
443,2021-09-19,4.63
444,2021-09-20,4.2475
445,2021-09-21,4.135
446,2021-09-22,4.115
447,2021-09-23,4.1125
448,2021-09-24,4.275
449,2021-09-25,4.2975
450,2021-09-26,4.285
451,2021-09-27,3.99
452,2021-09-28,4.2125
453,2021-09-29,4.5075
454,2021-09-30,4.28
455,2021-10-01,4.6225
456,2021-10-02,4.8725
457,2021-10-03,4.5325
458,2021-10-04,5.54
459,2021-10-05,5.7425
460,2021-10-06,6.095
461,2021-10-07,6.175
462,2021-10-08,5.9725
463,2021-10-09,5.296
464,2021-10-10,6.0075
465,2021-10-11,5.5575
466,2021-10-12,5.365
467,2021-10-13,6.115
468,2021-10-14,6.273333333
469,2021-10-15,6.4025
470,2021-10-16,6.42
471,2021-10-17,6.5725
472,2021-10-18,7.0425
473,2021-10-19,7.0825
474,2021-10-20,7.4175
475,2021-10-21,7.585
476,2021-10-22,7.31
477,2021-10-23,8.315
478,2021-10-24,8.825
479,2021-10-25,9.305
480,2021-10-26,9.355
481,2021-10-27,9.385
482,2021-10-28,9.7
483,2021-10-29,10.08333333
484,2021-10-30,10.03666667
485,2021-10-31,8.31
486,2021-11-01,7.39
487,2021-11-02,7.1825
488,2021-11-03,7.3325
489,2021-11-04,7.26
490,2021-11-05,7.12
491,2021-11-06,7.1425
492,2021-11-07,7.4325
493,2021-11-08,8.0975
494,2021-11-09,8.26
495,2021-11-10,7.845
496,2021-11-11,7.986666667
497,2021-11-12,8.063333333
498,2021-11-13,7.475
499,2021-11-14,8.17
500,2021-11-15,8.173333333
501,2021-11-16,7.466666667
502,2021-11-17,7.946666667
503,2021-11-18,7.7125
504,2021-11-19,7.603333333
505,2021-11-20,7.69
506,2021-11-21,7.936666667
507,2021-11-22,7.7575
508,2021-11-23,7.216666667
509,2021-11-24,7.9975
510,2021-11-25,7.535
511,2021-11-26,7.916666667
512,2021-11-27,7.9
513,2021-11-28,7.646666667
514,2021-11-29,7.315
515,2021-11-30,7.3075
516,2021-12-01,7.4325
517,2021-12-02,7.4575
518,2021-12-03,7.166666667
519,2021-12-04,7.245
520,2021-12-05,6.75
521,2021-12-06,6.9175
522,2021-12-07,6.7625
523,2021-12-08,6.6425
524,2021-12-09,6.47
525,2021-12-10,6.4325
526,2021-12-11,6.7025
527,2021-12-12,6.63
528,2021-12-13,6.373333333
529,2021-12-14,6.7
530,2021-12-15,6.3425
531,2021-12-16,6.34
532,2021-12-17,6.23
533,2021-12-18,6.985
534,2021-12-19,6.99
535,2021-12-20,6.93
536,2021-12-21,6.9625
537,2021-12-22,7.465
538,2021-12-23,7.055
539,2021-12-24,6.1025
540,2021-12-25,6.83
541,2021-12-26,7.34
542,2021-12-27,6.83
543,2021-12-28,6.683333333
544,2021-12-29,6.3425
545,2021-12-30,6.41
546,2021-12-31,6.54
547,2022-01-01,5.7925
548,2022-01-02,5.636666667
549,2022-01-03,5.625
550,2022-01-04,5.6075
551,2022-01-05,6.016666667
552,2022-01-06,5.626666667
553,2022-01-07,5.795
554,2022-01-08,6.1575
555,2022-01-09,6.145
556,2022-01-10,6.0875
557,2022-01-11,6.0975
558,2022-01-12,6.245
559,2022-01-13,6.495
560,2022-01-14,6.21
561,2022-01-15,6.0
562,2022-01-16,6.256666667
563,2022-01-17,6.343333333
564,2022-01-18,6.326666667
565,2022-01-19,6.23
566,2022-01-20,6.23
567,2022-01-21,6.465
568,2022-01-22,6.5375
569,2022-01-23,8.52
570,2022-01-24,9.0475
571,2022-01-25,9.3425
572,2022-01-26,9.3725
573,2022-01-27,9.9875
574,2022-01-28,9.99
575,2022-01-29,10.1425
576,2022-01-30,10.2375
577,2022-02-01,9.37
578,2022-02-02,9.956666667
579,2022-02-03,10.26666667
580,2022-02-04,8.97
581,2022-02-05,9.885
582,2022-02-06,8.483333333
583,2022-02-07,10.06
584,2022-02-08,7.99
585,2022-02-09,8.353333333
586,2022-02-10,8.8525
587,2022-02-11,8.42
588,2022-02-12,7.87
589,2022-02-13,6.2275
590,2022-02-14,5.96
591,2022-02-15,7.1475
592,2022-02-16,6.705
593,2022-02-17,5.943333333
594,2022-02-18,5.956666667
595,2022-02-19,5.946666667
596,2022-02-20,7.916666667
597,2022-02-21,8.163333333
598,2022-02-22,8.243333333
599,2022-02-23,9.0575
600,2022-02-24,8.34
601,2022-02-25,8.15
602,2022-02-26,8.4575
603,2022-02-27,9.065
604,2022-02-28,8.4025
605,2022-03-01,9.445
606,2022-03-02,9.2375
607,2022-03-03,10.1
608,2022-03-04,9.6
609,2022-03-05,9.6775
610,2022-03-06,9.92
611,2022-03-07,9.9625
612,2022-03-08,10.0075
613,2022-03-09,10.0175
614,2022-03-10,10.055
615,2022-03-11,10.1875
616,2022-03-12,10.115
617,2022-03-13,9.595
618,2022-03-14,9.95
619,2022-03-15,9.27
620,2022-03-16,8.865
621,2022-03-17,8.8525
622,2022-03-18,9.0125
623,2022-03-19,9.0625
624,2022-03-20,8.9325
625,2022-03-21,8.7825
626,2022-03-22,8.9925
627,2022-03-23,8.88
628,2022-03-24,9.9375
629,2022-03-25,9.92
630,2022-03-26,10.23
631,2022-03-27,10.24333333
632,2022-03-28,9.8575
633,2022-03-29,9.8675
634,2022-03-30,10.56666667
635,2022-03-31,10.83666667
636,2022-04-01,10.10333333
637,2022-04-02,10.205
638,2022-04-03,10.308809524285715
639,2022-04-04,10.935
640,2022-04-05,10.585
641,2022-04-06,10.2275
642,2022-04-07,9.5175
643,2022-04-08,9.5125
644,2022-04-09,9.6875
645,2022-04-10,9.9
646,2022-04-11,9.1575
647,2022-04-12,9.3875
648,2022-04-13,8.5525
649,2022-04-14,8.2025
650,2022-04-15,8.405
651,2022-04-16,8.27
652,2022-04-17,7.56
653,2022-04-18,6.81
654,2022-04-19,6.6775
655,2022-04-20,6.6775
656,2022-04-21,6.5975
657,2022-04-22,6.97
658,2022-04-23,6.6325
659,2022-04-24,6.6475
660,2022-04-25,6.605
661,2022-04-26,6.5875
662,2022-04-27,6.555
663,2022-04-28,6.59
664,2022-04-29,6.595
665,2022-04-30,6.66
666,2022-05-01,6.695
667,2022-05-02,6.2575
668,2022-05-03,6.372
669,2022-05-04,7.7475
670,2022-05-05,7.168
671,2022-05-06,8.123333333
672,2022-05-07,6.305
673,2022-05-08,6.676
674,2022-05-09,6.474
675,2022-05-10,6.33
676,2022-05-11,6.422
677,2022-05-12,6.73
678,2022-05-13,6.174
679,2022-05-14,5.834
680,2022-05-15,5.904
681,2022-05-16,6.036
682,2022-05-17,5.742
683,2022-05-18,5.525
684,2022-05-19,6.67
685,2022-05-20,6.35
686,2022-05-21,6.488
687,2022-05-22,6.722
688,2022-05-23,6.2825
689,2022-05-24,6.552
690,2022-05-25,5.795
691,2022-05-26,6.028
692,2022-05-27,4.89
693,2022-05-28,4.832
694,2022-05-29,3.61
695,2022-05-30,4.12
696,2022-05-31,4.77
697,2022-06-01,3.686666667
698,2022-06-02,4.55
699,2022-06-03,4.434
700,2022-06-04,2.94
701,2022-06-05,3.055
702,2022-06-06,4.084
703,2022-06-07,4.11
704,2022-06-08,4.5375
705,2022-06-09,4.16
706,2022-06-10,4.222
707,2022-06-11,3.3
708,2022-06-12,3.28
709,2022-06-13,3.3575
710,2022-06-14,3.4375
711,2022-06-15,3.6575
712,2022-06-16,3.8450000000000006
713,2022-06-17,4.1875
714,2022-06-18,4.1725
715,2022-06-19,4.0975
716,2022-06-20,3.935
717,2022-06-21,4.0225
718,2022-06-22,4.13
719,2022-06-23,4.105
720,2022-06-24,4.5
721,2022-06-25,4.89
722,2022-06-26,3.6375
723,2022-06-27,4.692
724,2022-06-28,4.832
725,2022-06-29,4.98
726,2022-06-30,4.8
727,2022-07-01,4.73
728,2022-07-02,3.99
729,2022-07-03,4.58
730,2022-07-04,4.594
731,2022-07-05,3.32
732,2022-07-06,3.3975
733,2022-07-07,3.3325
734,2022-07-08,3.3125
735,2022-07-09,4.656
736,2022-07-10,4.724
737,2022-07-11,3.375
738,2022-07-12,4.43
739,2022-07-13,4.574
740,2022-07-14,3.5825
741,2022-07-15,3.665
742,2022-07-16,3.93
743,2022-07-17,4.205
744,2022-07-18,4.195
745,2022-07-19,4.2275
746,2022-07-20,3.526666667
747,2022-07-21,4.235
748,2022-07-22,4.533333333
749,2022-07-23,4.3175
750,2022-07-24,4.476666667
751,2022-07-25,4.815
752,2022-07-26,5.425
753,2022-07-27,4.69
754,2022-07-28,4.643333333
755,2022-07-29,5.505
756,2022-07-30,5.21
757,2022-07-31,5.288
758,2022-08-01,5.4225
759,2022-08-02,4.3325
760,2022-08-03,4.28
761,2022-08-04,5.312
762,2022-08-05,5.09
763,2022-08-06,4.883333333
764,2022-08-07,5.162
765,2022-08-08,5.15
766,2022-08-09,5.166666667
767,2022-08-10,4.946666667
768,2022-08-11,4.856
769,2022-08-12,4.844
770,2022-08-13,4.53
771,2022-08-14,3.145
772,2022-08-15,2.8325
773,2022-08-16,3.1525
774,2022-08-17,3.38
775,2022-08-18,3.366
776,2022-08-19,3.432
777,2022-08-20,3.615
778,2022-08-21,3.876666667
779,2022-08-22,3.9275
780,2022-08-23,3.925
781,2022-08-24,4.2475
782,2022-08-25,4.2875
783,2022-08-26,4.5025
784,2022-08-27,4.5625
785,2022-08-28,4.744
786,2022-08-29,5.2
787,2022-08-30,4.61
788,2022-08-31,4.64
789,2022-09-01,5.305
790,2022-09-02,5.33
791,2022-09-03,6.0525
792,2022-09-04,6.54
793,2022-09-05,6.646666667
794,2022-09-06,6.653333333
795,2022-09-07,6.4425
796,2022-09-08,7.22
797,2022-09-09,6.765
798,2022-09-10,3.8
799,2022-09-11,7.2075
800,2022-09-12,6.32
801,2022-09-13,5.573333333
802,2022-09-14,3.263333333
803,2022-09-15,2.935
804,2022-09-16,3.955
805,2022-09-17,4.1
806,2022-09-18,4.1
807,2022-09-19,4.1
808,2022-09-20,3.995
809,2022-09-21,4.67
810,2022-09-22,5.04
811,2022-09-23,5.14
812,2022-09-24,5.22
813,2022-09-25,5.22
814,2022-09-26,5.12
815,2022-09-27,5.1
816,2022-09-28,5.52
817,2022-09-29,5.66
818,2022-09-30,5.27
819,2022-10-01,5.28
820,2022-10-02,5.28
821,2022-10-03,5.25
822,2022-10-04,5.25
823,2022-10-05,5.12
824,2022-10-06,4.91
825,2022-10-07,4.86
826,2022-10-08,4.86
827,2022-10-09,4.86
828,2022-10-10,5.76
829,2022-10-11,5.76
830,2022-10-12,5.76
831,2022-10-13,5.77
832,2022-10-14,5.77
833,2022-10-15,4.39
834,2022-10-16,6.955
835,2022-10-17,7.0
836,2022-10-18,7.005
837,2022-10-19,7.015
838,2022-10-20,7.015
839,2022-10-21,3.863333333
840,2022-10-22,5.17
841,2022-10-23,5.17
842,2022-10-24,5.14
843,2022-10-25,5.14
844,2022-10-26,5.14
845,2022-10-27,5.14
846,2022-10-28,5.14
847,2022-10-29,5.14
848,2022-10-30,5.14
849,2022-10-31,5.14
850,2022-11-01,5.14
851,2022-11-02,5.135
852,2022-11-03,4.49
853,2022-11-04,4.54
854,2022-11-05,4.515
855,2022-11-06,4.645
856,2022-11-07,4.8
857,2022-11-08,4.74
858,2022-11-09,4.7
859,2022-11-10,4.705
860,2022-11-11,4.705
861,2022-11-12,4.43
862,2022-11-13,4.155
863,2022-11-14,4.02
864,2022-11-15,3.74
865,2022-11-16,3.665
866,2022-11-17,6.92
867,2022-11-18,3.62
868,2022-11-19,2.53
869,2022-11-20,3.46
870,2022-11-21,4.21
871,2022-11-22,4.33
872,2022-11-23,4.42
873,2022-11-24,4.435
874,2022-11-25,4.305
875,2022-11-26,2.96
876,2022-11-27,5.16
877,2022-11-28,4.07
878,2022-11-29,3.91
879,2022-11-30,3.91
880,2022-12-01,1.96
881,2022-12-02,4.057142857142858
882,2022-12-03,3.91
883,2022-12-04,3.61
884,2022-12-06,4.61
885,2022-12-07,5.665
886,2022-12-08,4.9
887,2022-12-09,5.685
888,2022-12-10,5.88
889,2022-12-11,6.015
890,2022-12-12,6.015
891,2022-12-13,4.636666667
892,2022-12-14,6.05
893,2022-12-15,5.963333333
894,2022-12-16,6.03
895,2022-12-17,5.99
896,2022-12-18,5.41
897,2022-12-19,5.16
898,2022-12-20,5.8
899,2022-12-21,5.8
900,2022-12-22,5.39
901,2022-12-23,5.405
902,2022-12-24,5.465
903,2022-12-25,5.435
904,2022-12-26,5.013333333
905,2022-12-27,4.993333333
906,2022-12-28,4.983333333
907,2022-12-29,4.845
908,2022-12-30,4.91
909,2022-12-31,4.656666667
910,2023-01-01,5.14
911,2023-01-02,5.305
912,2023-01-03,5.425
913,2023-01-04,5.99
914,2023-01-05,5.64
915,2023-01-06,6.563333333
916,2023-01-07,5.52
917,2023-01-08,6.66
918,2023-01-09,6.86
919,2023-01-10,3.44
920,2023-01-11,6.87
921,2023-01-12,6.87
922,2023-01-13,7.66
923,2023-01-14,7.92
924,2023-01-15,8.25
925,2023-01-16,8.585
926,2023-01-17,8.72
927,2023-01-18,8.78
928,2023-01-19,8.82
929,2023-01-20,7.52
930,2023-01-22,8.47
931,2023-01-23,8.96
932,2023-01-24,6.183333333
933,2023-01-25,6.246666667
934,2023-01-26,9.46
935,2023-01-27,9.23
936,2023-01-28,8.555
937,2023-01-29,8.475
938,2023-01-30,8.45
939,2023-01-31,8.44
940,2023-02-01,8.44
941,2023-02-02,8.44
942,2023-02-03,8.53
943,2023-02-04,8.615
944,2023-02-05,8.345
945,2023-02-06,7.945
946,2023-02-07,7.805
947,2023-02-08,7.74
948,2023-02-09,7.475
949,2023-02-10,7.23
950,2023-02-11,6.99
951,2023-02-12,6.625
952,2023-02-13,6.64
953,2023-02-14,7.98
954,2023-02-15,8.336666667
955,2023-02-16,8.543333333
956,2023-02-17,8.83
957,2023-02-18,7.845
958,2023-02-19,8.973333333
959,2023-02-20,9.505
960,2023-02-21,8.565
961,2023-02-22,9.393333333
962,2023-02-23,9.466666667
963,2023-02-24,9.536666667
964,2023-02-25,8.94
965,2023-02-26,9.926666667
966,2023-02-27,9.806666667
967,2023-02-28,9.503333333
968,2023-03-01,8.905
969,2023-03-02,8.893333333
970,2023-03-03,8.95
971,2023-03-04,9.026666667
972,2023-03-05,9.033333333
973,2023-03-06,8.866666667
974,2023-03-07,8.5
975,2023-03-08,8.27
976,2023-03-09,8.346666667
977,2023-03-10,7.74
978,2023-03-11,7.82
979,2023-03-12,7.806666667
980,2023-03-13,7.783333333
981,2023-03-14,7.783333333
982,2023-03-15,7.713333333
983,2023-03-16,7.075
984,2023-03-17,7.866666667
985,2023-03-18,7.64
986,2023-03-19,7.586666667
987,2023-03-20,7.523333333
988,2023-03-21,7.52
989,2023-03-22,7.235
990,2023-03-23,7.205
991,2023-03-24,7.743333333
992,2023-03-25,7.68
993,2023-03-26,7.546666667
994,2023-03-27,7.026666667
995,2023-03-28,7.06
996,2023-03-29,7.015
997,2023-03-30,6.643333333
998,2023-03-31,6.616666667
999,2023-04-01,6.526666667
1000,2023-04-02,6.42
1001,2023-04-03,6.346666667
1002,2023-04-04,6.316666667
1003,2023-04-05,6.196666667
1004,2023-04-06,6.223333333
1005,2023-04-07,6.62
1006,2023-04-08,6.166666667
1007,2023-04-09,6.87
1008,2023-04-10,6.655
1009,2023-04-11,6.12
1010,2023-04-12,6.01
1011,2023-04-13,5.91
1012,2023-04-14,5.42
1013,2023-04-15,5.363333333
1014,2023-04-16,5.18
1015,2023-04-17,4.986666667
1016,2023-04-18,4.866666667
1017,2023-04-19,4.88
1018,2023-04-20,4.136666667
1019,2023-04-21,4.106666667
1020,2023-04-22,4.033333333
1021,2023-04-23,3.073333333
1022,2023-04-24,3.92
1023,2023-04-25,4.116666667
