,日期,批发价格
245,2021-03-05,4.845
246,2021-03-06,4.995
247,2021-03-07,4.64
248,2021-03-08,4.435
249,2021-03-09,4.575
250,2021-03-10,4.44
251,2021-03-11,4.245
252,2021-03-12,4.77
253,2021-03-13,5.145
254,2021-03-14,5.88
255,2021-03-15,5.875
256,2021-03-16,5.87
257,2021-03-17,5.955
258,2021-03-18,5.92
259,2021-03-19,5.365
260,2021-03-20,5.37
261,2021-03-21,5.125
262,2021-03-22,5.125
263,2021-03-23,5.87
264,2021-03-24,5.95
265,2021-03-25,5.99
266,2021-03-26,6.385
267,2021-03-27,6.535
268,2021-03-28,6.63
269,2021-03-29,6.65
270,2021-03-30,6.3
271,2021-03-31,6.3
272,2021-04-01,6.295
273,2021-04-02,6.4
274,2021-04-03,5.94
275,2021-04-04,5.765
276,2021-04-05,5.795
277,2021-04-06,5.83
278,2021-04-07,5.85
279,2021-04-08,5.85
280,2021-04-09,5.87
281,2021-04-10,5.64
282,2021-04-11,5.49
283,2021-04-12,5.345
284,2021-04-13,4.45
285,2021-04-14,4.275
286,2021-04-15,4.21
287,2021-04-16,4.105
288,2021-04-17,4.11
289,2021-04-18,4.035
290,2021-04-19,3.99
291,2021-04-20,3.8500000000000005
292,2021-04-21,3.64
293,2021-04-22,3.5
294,2021-04-23,3.41
295,2021-04-24,2.41
296,2021-04-25,2.105
297,2021-04-26,2.1849999999999996
298,2021-04-27,2.34
299,2021-04-28,2.55
300,2021-04-29,2.995
301,2021-04-30,3.34
302,2021-05-01,2.81
303,2021-05-02,2.465
304,2021-05-03,2.465
305,2021-05-04,2.71
306,2021-05-05,3.13
307,2021-05-06,3.675
308,2021-05-07,3.71
309,2021-05-08,3.44
310,2021-05-09,3.345
311,2021-05-10,3.285
312,2021-05-11,3.265
313,2021-05-12,3.275
314,2021-05-13,3.315
315,2021-05-14,3.795
316,2021-05-15,3.9299999999999997
317,2021-05-16,4.275
318,2021-05-17,3.975
319,2021-05-18,3.775
320,2021-05-19,3.745
321,2021-05-20,3.75
322,2021-05-21,3.99
323,2021-05-22,4.135
324,2021-05-23,4.245
325,2021-05-24,4.645
326,2021-05-25,4.53
327,2021-05-26,4.54
328,2021-05-27,4.485
329,2021-05-28,4.62
330,2021-05-29,4.805
331,2021-05-30,4.905
332,2021-05-31,4.755
333,2021-06-01,4.685
334,2021-06-02,4.365
335,2021-06-03,4.31
336,2021-06-04,4.525
337,2021-06-05,4.265
338,2021-06-06,4.365
339,2021-06-07,4.45
340,2021-06-08,4.59
341,2021-06-09,4.79
342,2021-06-10,4.795
343,2021-06-11,4.89
344,2021-06-12,5.075
345,2021-06-13,5.37
346,2021-06-14,4.885
347,2021-06-15,4.875
348,2021-06-16,4.885
349,2021-06-17,4.875
350,2021-06-18,5.16
351,2021-06-19,5.065
352,2021-06-20,5.22
353,2021-06-21,5.375
354,2021-06-22,5.585
355,2021-06-23,5.855
356,2021-06-24,5.905
357,2021-06-25,5.925
358,2021-06-26,5.825
359,2021-06-27,5.575
360,2021-06-28,5.5
361,2021-06-29,5.5
362,2021-06-30,5.5
363,2021-07-01,5.495
364,2021-07-02,5.105
365,2021-07-03,5.03
366,2021-07-04,4.675
367,2021-07-05,4.575
368,2021-07-06,4.575
369,2021-07-07,4.6
370,2021-07-08,4.655
371,2021-07-09,4.605
372,2021-07-10,4.52
373,2021-07-11,4.995
374,2021-07-12,5.155
375,2021-07-13,5.17
376,2021-07-14,4.92
377,2021-07-15,4.915
378,2021-07-16,4.905
379,2021-07-17,4.76
380,2021-07-18,4.545
381,2021-07-19,4.535
382,2021-07-20,4.625
383,2021-07-21,4.965
384,2021-07-22,4.64
385,2021-07-23,4.58
386,2021-07-24,5.85
387,2021-07-25,6.67
388,2021-07-26,6.685
389,2021-07-27,6.735
390,2021-07-28,6.64
391,2021-07-29,6.29
392,2021-07-30,6.005
393,2021-07-31,5.97
394,2021-08-01,6.03
395,2021-08-02,6.385
396,2021-08-03,6.135
397,2021-08-04,5.585
398,2021-08-05,5.96
399,2021-08-06,6.16
400,2021-08-07,6.215
401,2021-08-08,6.23
402,2021-08-09,6.125
403,2021-08-10,6.07
404,2021-08-11,6.115
405,2021-08-12,6.255
406,2021-08-13,6.355
407,2021-08-14,6.79
408,2021-08-15,6.4
409,2021-08-16,6.415
410,2021-08-17,6.675
411,2021-08-18,6.965
412,2021-08-19,7.025
413,2021-08-20,6.95
414,2021-08-21,6.915
415,2021-08-22,7.15
416,2021-08-23,6.795
417,2021-08-24,6.395
418,2021-08-25,6.47
419,2021-08-26,6.485
420,2021-08-27,6.485
421,2021-08-28,6.49
422,2021-08-29,6.475
423,2021-08-30,6.83
424,2021-08-31,6.95
425,2021-09-01,7.135
426,2021-09-02,7.37
427,2021-09-03,7.54
428,2021-09-04,7.66
429,2021-09-05,7.74
430,2021-09-06,7.085
431,2021-09-07,7.06
432,2021-09-08,7.05
433,2021-09-09,7.085
434,2021-09-10,7.145
435,2021-09-11,7.22
436,2021-09-12,6.605
437,2021-09-13,6.44
438,2021-09-14,6.41
439,2021-09-15,6.44
440,2021-09-16,6.47
441,2021-09-17,6.125
442,2021-09-18,5.9
443,2021-09-19,5.555
444,2021-09-20,5.085
445,2021-09-21,5.05
446,2021-09-22,5.02
447,2021-09-23,4.765
448,2021-09-24,4.47
449,2021-09-25,4.36
450,2021-09-26,4.365
451,2021-09-27,4.23
452,2021-09-28,4.545
453,2021-09-29,4.435
454,2021-09-30,4.435
455,2021-10-01,4.595
456,2021-10-02,4.87
457,2021-10-03,4.86
458,2021-10-04,4.905
459,2021-10-05,5.035
460,2021-10-06,5.115
461,2021-10-07,5.46
462,2021-10-08,5.92
463,2021-10-09,6.2
464,2021-10-10,6.735
465,2021-10-11,6.93
466,2021-10-12,7.125
467,2021-10-13,7.32
468,2021-10-14,7.35
469,2021-10-15,7.555
470,2021-10-16,7.94
471,2021-10-17,8.35
472,2021-10-18,7.386666667
473,2021-10-19,8.69
474,2021-10-20,9.28
475,2021-10-21,9.235
476,2021-10-22,9.385
477,2021-10-23,9.69
478,2021-10-24,11.611428571428572
479,2021-10-25,11.3
480,2021-10-26,10.748571428571429
481,2021-10-27,10.148571428571428
482,2021-10-28,9.56142857142857
483,2021-10-29,8.979999999999999
484,2021-10-30,8.41142857142857
485,2021-10-31,9.01
486,2021-11-01,7.87
487,2021-11-02,7.52
488,2021-11-03,7.52
489,2021-11-04,7.565
490,2021-11-05,7.745
491,2021-11-06,6.94
492,2021-11-07,7.14
493,2021-11-08,7.595
494,2021-11-09,7.49
495,2021-11-10,7.69
496,2021-11-11,7.935
497,2021-11-12,7.845
498,2021-11-13,7.835
499,2021-11-14,8.85
500,2021-11-15,9.06
501,2021-11-16,9.245
502,2021-11-17,9.55
503,2021-11-18,9.96
504,2021-11-19,10.005
505,2021-11-20,10.02
506,2021-11-21,10.02
507,2021-11-22,10.02
508,2021-11-23,10.24
509,2021-11-24,10.32
510,2021-11-25,10.105
511,2021-11-26,7.955
512,2021-11-27,8.37
513,2021-11-28,9.0
514,2021-11-29,9.265
515,2021-11-30,8.755
516,2021-12-01,8.31
517,2021-12-02,8.345
518,2021-12-03,8.635
519,2021-12-04,9.09
520,2021-12-05,8.95
521,2021-12-06,8.59
522,2021-12-07,8.655
523,2021-12-08,8.735
524,2021-12-09,8.76
525,2021-12-10,8.88
526,2021-12-11,8.615
527,2021-12-12,8.375
528,2021-12-13,8.185
529,2021-12-14,6.49
530,2021-12-15,6.04
531,2021-12-16,5.745
532,2021-12-17,5.43
533,2021-12-18,5.39
534,2021-12-19,5.0
535,2021-12-20,4.005
536,2021-12-21,3.9000000000000004
537,2021-12-22,3.99
538,2021-12-23,4.105
539,2021-12-24,4.58
540,2021-12-25,4.345
541,2021-12-26,4.445
542,2021-12-27,4.435
543,2021-12-28,4.42
544,2021-12-29,4.29
545,2021-12-30,4.005
546,2021-12-31,4.055
547,2022-01-01,3.895
548,2022-01-02,4.0
549,2022-01-03,4.235
550,2022-01-04,4.14
551,2022-01-05,4.23
552,2022-01-06,4.205
553,2022-01-07,3.95
554,2022-01-08,3.64
555,2022-01-09,3.17
556,2022-01-10,3.11
557,2022-01-11,3.23
558,2022-01-12,3.08
559,2022-01-13,3.125
560,2022-01-14,2.95
561,2022-01-15,2.95
562,2022-01-16,2.98
563,2022-01-17,3.025
564,2022-01-18,3.0
565,2022-01-19,3.0
566,2022-01-20,3.04
567,2022-01-21,3.27
568,2022-01-22,3.39
569,2022-01-23,3.7700000000000005
570,2022-01-24,4.205
571,2022-01-25,4.36
572,2022-01-26,4.47
573,2022-01-27,4.56
574,2022-01-28,4.52
575,2022-01-29,4.375
576,2022-01-30,4.405
577,2022-02-01,4.55
578,2022-02-02,4.55
579,2022-02-03,4.55
580,2022-02-04,4.55
581,2022-02-05,3.94
582,2022-02-06,3.9000000000000004
583,2022-02-07,4.035
584,2022-02-08,4.455
585,2022-02-09,4.275
586,2022-02-10,3.855
587,2022-02-11,3.8500000000000005
588,2022-02-12,3.9299999999999997
589,2022-02-13,4.115
590,2022-02-14,4.22
591,2022-02-15,4.155
592,2022-02-16,4.2
593,2022-02-17,4.265
594,2022-02-18,4.325
595,2022-02-19,4.35
596,2022-02-20,4.355
597,2022-02-21,4.405
598,2022-02-22,4.46
599,2022-02-23,4.515
600,2022-02-24,5.11
601,2022-02-25,5.235
602,2022-02-26,5.395
603,2022-02-27,5.675
604,2022-02-28,5.855
605,2022-03-01,5.94
606,2022-03-02,6.6
607,2022-03-03,5.8
608,2022-03-04,5.795
609,2022-03-05,5.73
610,2022-03-06,5.26
611,2022-03-07,5.015
612,2022-03-08,4.23
613,2022-03-09,3.83
614,2022-03-10,3.83
615,2022-03-11,6.526666667
616,2022-03-12,7.023333333
617,2022-03-13,4.9
618,2022-03-14,4.9
619,2022-03-15,4.785
620,2022-03-16,6.953333333
621,2022-03-17,7.0
622,2022-03-18,6.973333333
623,2022-03-19,4.57
624,2022-03-20,4.76
625,2022-03-21,5.175
626,2022-03-22,4.85
627,2022-03-23,5.155
628,2022-03-24,5.13
629,2022-03-25,5.17
630,2022-03-26,5.13
631,2022-03-27,5.125
632,2022-03-28,4.795
633,2022-03-29,4.795
634,2022-03-30,4.805
635,2022-03-31,4.81
636,2022-04-01,5.11
637,2022-04-02,5.15
638,2022-04-03,5.315
639,2022-04-04,5.475
640,2022-04-05,5.555
641,2022-04-06,5.555
642,2022-04-07,5.46
643,2022-04-08,5.805
644,2022-04-09,6.02
645,2022-04-10,6.1
646,2022-04-11,6.08
647,2022-04-12,6.005
648,2022-04-13,6.005
649,2022-04-14,5.83
650,2022-04-15,6.345
651,2022-04-16,6.335
652,2022-04-17,6.42
653,2022-04-18,6.54
654,2022-04-19,6.735
655,2022-04-20,7.185
656,2022-04-21,8.93
657,2022-04-22,7.195
658,2022-04-23,7.46
659,2022-04-24,7.105
660,2022-04-25,5.76
661,2022-04-26,6.863333333
662,2022-04-27,6.446666667
663,2022-04-28,6.296666667
664,2022-04-29,6.276666667
665,2022-04-30,6.103333333
666,2022-05-01,3.91
667,2022-05-02,3.74
668,2022-05-03,3.8149999999999995
669,2022-05-04,3.7649999999999997
670,2022-05-05,3.62
671,2022-05-06,2.455
672,2022-05-07,2.34
673,2022-05-08,2.905
674,2022-05-09,3.7
675,2022-05-10,2.955
676,2022-05-11,3.41
677,2022-05-12,3.61
678,2022-05-13,3.7649999999999997
679,2022-05-14,3.87
680,2022-05-15,4.015
681,2022-05-16,3.94
682,2022-05-17,4.255
683,2022-05-18,4.18
684,2022-05-19,4.31
685,2022-05-20,4.31
686,2022-05-21,4.3
687,2022-05-22,4.54
688,2022-05-23,5.005
689,2022-05-24,4.94
690,2022-05-25,4.79
691,2022-05-26,5.105
692,2022-05-27,4.93
693,2022-05-28,4.61
694,2022-05-29,4.365
695,2022-05-30,4.36
696,2022-05-31,4.35
697,2022-06-01,4.275
698,2022-06-02,4.315
699,2022-06-03,4.335
700,2022-06-04,4.575
701,2022-06-05,4.675
702,2022-06-06,4.75
703,2022-06-07,4.79
704,2022-06-08,4.88
705,2022-06-09,4.675
706,2022-06-10,4.55
707,2022-06-11,4.645
708,2022-06-12,5.08
709,2022-06-13,4.615
710,2022-06-14,4.595
711,2022-06-15,4.655
712,2022-06-16,4.735
713,2022-06-17,4.785
714,2022-06-18,4.67
715,2022-06-19,4.855
716,2022-06-20,4.83
717,2022-06-21,4.67
718,2022-06-22,4.72
719,2022-06-23,4.85
720,2022-06-24,4.29
721,2022-06-25,4.41
722,2022-06-26,4.295
723,2022-06-27,4.403333333
724,2022-06-28,5.75
725,2022-06-29,4.68
726,2022-06-30,4.84
727,2022-07-01,5.173333333
728,2022-07-02,5.05
729,2022-07-03,5.233333333
730,2022-07-04,5.535
731,2022-07-05,5.333333333
732,2022-07-06,5.37
733,2022-07-07,5.2
734,2022-07-08,5.09
735,2022-07-09,5.325
736,2022-07-10,5.02
737,2022-07-11,5.9325
738,2022-07-12,5.38
739,2022-07-13,5.36
740,2022-07-14,6.863333333
741,2022-07-15,6.866666667
742,2022-07-16,6.883333333
743,2022-07-17,6.6825
744,2022-07-18,6.74
745,2022-07-19,5.69
746,2022-07-20,5.86
747,2022-07-21,5.97
748,2022-07-22,6.07
749,2022-07-23,5.96
750,2022-07-24,5.835
751,2022-07-25,6.203333333
752,2022-07-26,6.07
753,2022-07-27,6.005
754,2022-07-28,5.85
755,2022-07-29,5.565
756,2022-07-30,5.225
757,2022-07-31,4.963333333
758,2022-08-01,5.11
759,2022-08-02,4.79
760,2022-08-03,5.345
761,2022-08-04,3.43
762,2022-08-05,4.74
763,2022-08-06,4.405
764,2022-08-07,4.35
765,2022-08-08,4.53
766,2022-08-09,4.425
767,2022-08-10,4.295
768,2022-08-11,4.32
769,2022-08-12,4.165
770,2022-08-13,3.403333333
771,2022-08-14,3.8200000000000003
772,2022-08-15,4.05
773,2022-08-16,4.09
774,2022-08-17,4.045
775,2022-08-18,4.045
776,2022-08-19,4.326666667
777,2022-08-20,4.376666667
778,2022-08-21,4.383333333
779,2022-08-22,4.365
780,2022-08-23,4.39
781,2022-08-24,4.566666667
782,2022-08-25,4.79
783,2022-08-26,4.83
784,2022-08-27,4.77
785,2022-08-28,3.676666667
786,2022-08-29,6.265
787,2022-08-30,6.72
788,2022-08-31,7.515
789,2022-09-01,7.81
790,2022-09-02,8.05
791,2022-09-03,8.12
792,2022-09-04,8.025
793,2022-09-05,8.355
794,2022-09-06,8.395
795,2022-09-07,8.6
796,2022-09-08,8.556666667
797,2022-09-09,8.41
798,2022-09-10,8.8
799,2022-09-11,9.3
800,2022-09-12,9.09
801,2022-09-13,8.185
802,2022-09-14,8.135
803,2022-09-15,7.99
804,2022-09-16,8.02
805,2022-09-17,7.725
806,2022-09-18,6.91
807,2022-09-19,6.23
808,2022-09-20,5.97
809,2022-09-21,5.88
810,2022-09-22,5.815
811,2022-09-23,6.025
812,2022-09-24,6.055
813,2022-09-25,6.075
814,2022-09-26,6.145
815,2022-09-27,6.16
816,2022-09-28,6.21
817,2022-09-29,6.205
818,2022-09-30,6.35
819,2022-10-01,6.3
820,2022-10-02,6.43
821,2022-10-03,6.3
822,2022-10-04,5.775
823,2022-10-05,6.19
824,2022-10-06,5.87
825,2022-10-07,6.22
826,2022-10-08,6.165
827,2022-10-09,6.095
828,2022-10-10,6.035
829,2022-10-11,6.225
830,2022-10-12,6.34
831,2022-10-13,6.455
832,2022-10-14,6.555
833,2022-10-15,6.54
834,2022-10-16,6.615
835,2022-10-17,6.805
836,2022-10-18,6.765
837,2022-10-19,6.79
838,2022-10-20,6.285
839,2022-10-21,6.185
840,2022-10-22,6.125
841,2022-10-23,6.115
842,2022-10-24,6.325
843,2022-10-25,6.39
844,2022-10-26,6.39
845,2022-10-27,6.39
846,2022-10-28,5.845
847,2022-10-29,5.335
848,2022-10-30,4.505
849,2022-10-31,4.475
850,2022-11-01,4.405
851,2022-11-02,4.345
852,2022-11-03,4.26
853,2022-11-04,3.905
854,2022-11-05,3.8
855,2022-11-06,3.795
856,2022-11-07,4.255
857,2022-11-08,4.24
858,2022-11-09,4.12
859,2022-11-10,3.345
860,2022-11-11,3.335
861,2022-11-12,3.41
862,2022-11-13,3.565
863,2022-11-14,3.585
864,2022-11-15,3.62
865,2022-11-16,3.525
866,2022-11-17,3.25
867,2022-11-18,3.17
868,2022-11-19,3.005
869,2022-11-20,3.33
870,2022-11-21,2.783333333
871,2022-11-22,3.1
872,2022-11-23,3.045
873,2022-11-24,3.0
874,2022-11-25,3.665
875,2022-11-26,1.085
876,2022-11-27,2.08
877,2022-11-28,2.485
878,2022-11-29,2.34
879,2022-11-30,2.3799999999999994
880,2022-12-01,2.19
881,2022-12-02,2.285
882,2022-12-03,2.2700000000000005
883,2022-12-04,1.8366666670000003
884,2022-12-05,0.7800000000000002
885,2022-12-06,2.845
886,2022-12-07,2.965
887,2022-12-08,3.275
888,2022-12-09,3.235
889,2022-12-10,3.07
890,2022-12-11,3.12
891,2022-12-12,3.33
892,2022-12-13,3.335
893,2022-12-14,3.41
894,2022-12-15,3.465
895,2022-12-16,3.49
896,2022-12-17,3.755
897,2022-12-18,3.8200000000000003
898,2022-12-19,3.99
899,2022-12-20,4.095
900,2022-12-21,4.39
901,2022-12-22,4.425
902,2022-12-23,4.5
903,2022-12-24,4.605
904,2022-12-25,4.655
905,2022-12-26,4.87
906,2022-12-27,5.03
907,2022-12-28,5.035
908,2022-12-29,5.1
909,2022-12-30,5.145
910,2022-12-31,5.205
911,2023-01-01,5.195
912,2023-01-02,5.36
913,2023-01-03,5.445
914,2023-01-04,5.72
915,2023-01-05,5.88
916,2023-01-06,6.245
917,2023-01-07,6.47
918,2023-01-08,6.65
919,2023-01-09,6.61
920,2023-01-10,6.6
921,2023-01-11,6.765
922,2023-01-12,6.78
923,2023-01-13,6.445
924,2023-01-14,6.36
925,2023-01-15,6.41
926,2023-01-16,6.365
927,2023-01-17,6.35
928,2023-01-18,6.033333333
929,2023-01-19,5.753333333
930,2023-01-20,5.75
931,2023-01-22,5.726666667
932,2023-01-23,5.75
933,2023-01-24,4.346666667
934,2023-01-25,4.176666667
935,2023-01-26,5.803333333
936,2023-01-27,5.753333333
937,2023-01-28,5.385
938,2023-01-29,6.49
939,2023-01-30,6.505
940,2023-01-31,6.5
941,2023-02-01,6.385
942,2023-02-02,6.62
943,2023-02-03,6.375
944,2023-02-04,6.29
945,2023-02-05,4.25
946,2023-02-06,6.59
947,2023-02-07,6.76
948,2023-02-08,4.573333333
949,2023-02-09,6.955
950,2023-02-10,6.98
951,2023-02-11,6.835
952,2023-02-12,6.715
953,2023-02-13,6.33
954,2023-02-14,6.16
955,2023-02-15,5.685
956,2023-02-16,5.62
957,2023-02-17,5.023333333
958,2023-02-18,5.215
959,2023-02-19,5.305
960,2023-02-20,5.305
961,2023-02-21,4.853333333
962,2023-02-22,5.085
963,2023-02-23,4.836666667
964,2023-02-24,4.876666667
965,2023-02-25,5.28
966,2023-02-26,5.315
967,2023-02-27,6.31
968,2023-02-28,5.71
969,2023-03-01,5.84
970,2023-03-02,5.925
971,2023-03-03,6.23
972,2023-03-04,6.405
973,2023-03-05,6.32
974,2023-03-06,6.155
975,2023-03-07,6.135
976,2023-03-08,6.015
977,2023-03-09,5.805
978,2023-03-10,5.775
979,2023-03-11,5.0
980,2023-03-12,5.03
981,2023-03-13,5.815
982,2023-03-14,4.04
983,2023-03-15,4.55
984,2023-03-16,6.235
985,2023-03-17,6.64
986,2023-03-18,6.595
987,2023-03-19,6.88
988,2023-03-20,6.93
989,2023-03-21,7.64
990,2023-03-22,7.96
991,2023-03-23,8.285
992,2023-03-24,8.685
993,2023-03-25,7.855
994,2023-03-26,7.555
995,2023-03-27,7.58
996,2023-03-28,7.58
997,2023-03-29,7.58
998,2023-03-30,7.675
999,2023-03-31,7.675
1000,2023-04-01,7.655
1001,2023-04-02,8.37
1002,2023-04-03,8.71
1003,2023-04-04,8.985
1004,2023-04-05,9.02
1005,2023-04-06,8.62
1006,2023-04-07,8.025
1007,2023-04-08,7.88
1008,2023-04-09,7.7
1009,2023-04-10,7.485
1010,2023-04-11,7.455
1011,2023-04-12,7.2
1012,2023-04-13,7.065
1013,2023-04-14,6.915
1014,2023-04-15,7.015
1015,2023-04-16,6.825
1016,2023-04-17,6.45
1017,2023-04-18,6.375
1018,2023-04-19,6.415
1019,2023-04-20,6.61
1020,2023-04-21,6.61
1021,2023-04-22,6.59
1022,2023-04-23,6.55
1023,2023-04-24,6.375
1024,2023-04-25,6.34
1025,2023-04-26,6.7
1026,2023-04-27,6.835
1027,2023-04-28,6.75
1028,2023-04-29,7.59
1029,2023-04-30,7.805
1030,2023-05-01,7.87
1031,2023-05-02,6.86
1032,2023-05-03,6.8
1033,2023-05-04,7.17
1034,2023-05-05,7.37
1035,2023-05-06,6.88
1036,2023-05-07,6.44
1037,2023-05-08,5.606666667
1038,2023-05-09,5.316666667
1039,2023-05-10,6.175
1040,2023-05-11,6.195
1041,2023-05-12,6.19
1042,2023-05-13,6.145
1043,2023-05-14,6.045
1044,2023-05-15,6.05
1045,2023-05-16,6.075
1046,2023-05-17,6.07
1047,2023-05-18,6.24
1048,2023-05-19,6.415
1049,2023-05-20,6.7
1050,2023-05-21,7.37
1051,2023-05-22,7.5
1052,2023-05-23,7.445
1053,2023-05-24,7.465
