日期,分类名称,销售单价,销售总量,ln4单价,ln4总量
2020-9-26,水生根茎类,8.424778761,65.744,2.131177216,4.185768412
2020-9-27,水生根茎类,8.489795918,28.289,2.138864962,3.342473037
2020-9-28,水生根茎类,8.75,11.861,2.1690537,2.473255707
2020-9-29,水生根茎类,8.5,24.135,2.140066163,3.183663069
2020-9-30,水生根茎类,8.452830189,36.839,2.134501319,3.606557067
2020-10-1,水生根茎类,8.318181818,55.356,2.118443699,4.013785054
2020-10-2,水生根茎类,8.972972973,21.931,2.194217056,3.087901161
2020-10-3,水生根茎类,8.666666667,18.497,2.159484249,2.917608557
2020-10-4,水生根茎类,8.413793103,19.254,2.129872395,2.957718831
2020-10-5,水生根茎类,8.372881356,79.752,2.124998073,4.37892182
2020-10-6,水生根茎类,8.195121951,25.784,2.103539093,3.249754145
2020-10-7,水生根茎类,8.070588235,52.907,2.088226371,3.968535655
2020-10-8,水生根茎类,8.301886792,31.952,2.116482813,3.464234777
2020-10-9,水生根茎类,8,51.476,2.079441542,3.94111568
2020-10-10,水生根茎类,8.108108108,22.07,2.092864562,3.09421922
2020-10-11,水生根茎类,8.084210526,57.223,2.089912842,4.046955915
2020-10-12,水生根茎类,7.966666667,38.333,2.07526617,3.646311144
2020-10-13,水生根茎类,8,50.519,2.079441542,3.922349503
2020-10-14,水生根茎类,8,46.207,2.079441542,3.833131302
2020-10-15,水生根茎类,7.784615385,42.162,2.052149399,3.741519341
2020-10-16,水生根茎类,7.802469136,58.973,2.054440239,4.077079712
2020-10-17,水生根茎类,7.940298507,87.12,2.07195087,4.467286479
2020-10-18,水生根茎类,7.901639344,79.338,2.06707025,4.373717207
2020-10-19,水生根茎类,7.935483871,40.6,2.071344331,3.703768067
2020-10-20,水生根茎类,7.866666667,49.434,2.062634423,3.900638447
2020-10-21,水生根茎类,7.733333333,21.201,2.04553999,3.05404835
2020-10-22,水生根茎类,7.666666667,35.917,2.036881927,3.581210721
2020-10-23,水生根茎类,8.046511628,30.801,2.085238659,3.427547157
2020-10-24,水生根茎类,7.775510204,67.932,2.050979077,4.218507205
2020-10-25,水生根茎类,7.722222222,71.16,2.044102175,4.264930863
2020-10-26,水生根茎类,8,20.666,2.079441542,3.028489838
2020-10-27,水生根茎类,7.941176471,21.273,2.072061434,3.057438663
2020-10-28,水生根茎类,7.018867925,32.418,1.948601941,3.478713824
2020-10-29,水生根茎类,8,15.828,2.079441542,2.761780524
2020-10-30,水生根茎类,7.882352941,18.769,2.064626456,2.932206573
2020-10-31,水生根茎类,7.837837838,79.265,2.05896301,4.372796669
2020-11-1,水生根茎类,7.619047619,71.332,2.030651378,4.267345035
2020-11-2,水生根茎类,8,15.053,2.079441542,2.711577307
2020-11-3,水生根茎类,7.724137931,15.727,2.044350222,2.755378981
2020-11-4,水生根茎类,8,18.183,2.079441542,2.900487092
2020-11-5,水生根茎类,8,8.347,2.079441542,2.121902193
2020-11-6,水生根茎类,7.769230769,13.443,2.050171159,2.598458524
2020-11-7,水生根茎类,7.734693878,71.413,2.045715907,4.268479926
2020-11-8,水生根茎类,7.888888889,58.207,2.0654553,4.064005622
2020-11-9,水生根茎类,7.818181818,14.579,2.056452023,2.679582137
2020-11-10,水生根茎类,7.6,12.103,2.028148247,2.493453356
2020-11-11,水生根茎类,9.2,17.155,2.219203484,2.842289676
2020-11-12,水生根茎类,8.956521739,15.237,2.192381953,2.72372668
2020-11-13,水生根茎类,8.16,13.766,2.099244169,2.622201784
2020-11-14,水生根茎类,6.9,58.127,1.931521412,4.062630272
2020-11-15,水生根茎类,6.875,45.353,1.927891644,3.814476327
2020-11-16,水生根茎类,7.913043478,14.45,2.068512471,2.670694415
2020-11-17,水生根茎类,7.7,24.762,2.041220329,3.20931022
2020-11-18,水生根茎类,7.722222222,19.171,2.044102175,2.953398721
2020-11-19,水生根茎类,8.111111111,22.977,2.093234864,3.134493716
2020-11-20,水生根茎类,8.146341463,22.48,2.097568926,3.112626025
2020-11-21,水生根茎类,8.162162162,95.375,2.099509105,4.55781649
2020-11-22,水生根茎类,8,67.538,2.079441542,4.212690402
2020-11-23,水生根茎类,8,34.987,2.079441542,3.554976564
2020-11-24,水生根茎类,7.894736842,44.692,2.066196315,3.799794515
2020-11-25,水生根茎类,7.684210526,38.697,2.039167643,3.655762078
2020-11-26,水生根茎类,8,24.099,2.079441542,3.182170346
2020-11-27,水生根茎类,7.823529412,23.178,2.057135784,3.143203553
2020-11-28,水生根茎类,8,30.289,2.079441542,3.41078461
2020-11-29,水生根茎类,8,31.494,2.079441542,3.449797051
2020-11-30,水生根茎类,7.696969697,18.481,2.040826706,2.916743177
2020-12-1,水生根茎类,8,25.029,2.079441542,3.220035153
2020-12-2,水生根茎类,7.95,22.979,2.073171929,3.134580755
2020-12-3,水生根茎类,7.781818182,35.348,2.05179001,3.565241814
2020-12-4,水生根茎类,6.303703704,87.25,1.84113735,4.468777561
2020-12-5,水生根茎类,7.041666667,43.518,1.951844885,3.773174646
2020-12-6,水生根茎类,6.786666667,93.761,1.914959903,4.540748991
2020-12-7,水生根茎类,6.875,60.127,1.927891644,4.096458992
2020-12-8,水生根茎类,6.72519084,78.345,1.905860303,4.361122151
2020-12-9,水生根茎类,7.266666667,39.897,1.983297681,3.686301133
2020-12-10,水生根茎类,6.815384615,48.448,1.9191825,3.880491058
2020-12-11,水生根茎类,6.780487805,55.358,1.914049047,4.013821183
2020-12-12,水生根茎类,8.059405941,71.47,2.086839849,4.269277781
2020-12-13,水生根茎类,8.512820513,73.578,2.141573323,4.298346068
2020-12-14,水生根茎类,6.53271028,65.517,1.876821908,4.182309651
2020-12-15,水生根茎类,8.4,51.18,2.128231706,3.935348831
2020-12-16,水生根茎类,8,47.282,2.079441542,3.856129673
2020-12-17,水生根茎类,7.794871795,47.929,2.053466055,3.869720749
2020-12-18,水生根茎类,8.143023256,63.362,2.097161518,4.148864313
2020-12-19,水生根茎类,9.070634921,85.825,2.205042264,4.452310339
2020-12-20,水生根茎类,8.815238095,77.313,2.176481826,4.347862117
2020-12-21,水生根茎类,8.2,48.468,2.104134154,3.880903786
2020-12-22,水生根茎类,8,38.698,2.079441542,3.655787919
2020-12-23,水生根茎类,7.868852459,43.83,2.06291224,3.780318514
2020-12-24,水生根茎类,7.866666667,61.288,2.062634423,4.115584065
2020-12-25,水生根茎类,8.211627907,65.984,2.105551187,4.189412288
2020-12-26,水生根茎类,8.272916667,103.905,2.112987127,4.64347702
2020-12-27,水生根茎类,8.058139535,93.232,2.086682703,4.53509101
2020-12-28,水生根茎类,8.0625,63.262,2.087223682,4.147284833
2020-12-29,水生根茎类,7.791666667,54.924,2.053054787,4.005950411
2020-12-30,水生根茎类,8.041584158,75.742,2.084626098,4.327332828
2020-12-31,水生根茎类,7.176086957,73.305,1.970754242,4.294628819
2021-1-1,水生根茎类,6.810569106,91.569,1.918475686,4.517092786
2021-1-2,水生根茎类,7.254545455,102.214,1.981628232,4.627068655
2021-1-3,水生根茎类,6.864102564,76.505,1.926305304,4.337356098
2021-1-4,水生根茎类,8.848039216,68.248,2.180195877,4.22314813
2021-1-5,水生根茎类,8.7,89.144,2.163323026,4.49025304
2021-1-6,水生根茎类,8.7328125,49.852,2.167087483,3.909058616
2021-1-7,水生根茎类,9.092957746,54.723,2.20750024,4.002284096
2021-1-8,水生根茎类,8.288571429,53.904,2.11487763,3.987204687
2021-1-9,水生根茎类,8.875675676,90.49,2.183314465,4.505239347
2021-1-10,水生根茎类,9.095918367,79.563,2.207825782,4.376549161
2021-1-11,水生根茎类,8.433333333,47.911,2.132192107,3.869345123
2021-1-12,水生根茎类,9.569117647,55.595,2.258541001,4.018093269
2021-1-13,水生根茎类,9.6625,40.616,2.268252414,3.704162078
2021-1-14,水生根茎类,9.1,43.51,2.208274414,3.772990797
2021-1-15,水生根茎类,9.078333333,51.428,2.205890622,3.940182771
2021-1-16,水生根茎类,9.093877551,82.624,2.207601391,4.414300195
2021-1-17,水生根茎类,9.77027027,67.482,2.279344129,4.211860896
2021-1-18,水生根茎类,9.562068966,48.095,2.257804123,3.873178222
2021-1-19,水生根茎类,9.55,42.265,2.256541154,3.74395932
2021-1-20,水生根茎类,9.659677419,44.546,2.267960254,3.796522363
2021-1-21,水生根茎类,9.6,48.089,2.261763098,3.873053461
2021-1-22,水生根茎类,9.6015625,48.728,2.261925846,3.886253814
2021-1-23,水生根茎类,9.813333333,66.893,2.283742005,4.203094328
2021-1-24,水生根茎类,9.707758621,88.664,2.272925424,4.484853944
2021-1-25,水生根茎类,9.767961165,86.892,2.279107761,4.464665968
2021-1-26,水生根茎类,9.502531646,59.222,2.251558252,4.081293094
2021-1-27,水生根茎类,9.766153846,50.075,2.278922719,3.913521882
2021-1-28,水生根茎类,9.925675676,58.18,2.295124902,4.063541653
2021-1-29,水生根茎类,9.621311475,48.372,2.263980583,3.878921134
2021-1-30,水生根茎类,9.807272727,39.938,2.283124225,3.687328252
2021-1-31,水生根茎类,9.551666667,47.573,2.256715659,3.862265373
2021-2-1,水生根茎类,9.209677419,50.34,2.220254825,3.91879999
2021-2-2,水生根茎类,9.001818182,47.323,2.197426577,3.856996435
2021-2-3,水生根茎类,9.006122449,36.091,2.197904618,3.586043527
2021-2-4,水生根茎类,8.927027027,61.4,2.18908342,4.117409835
2021-2-5,水生根茎类,9.51884058,56.39,2.253273054,4.032291838
2021-2-6,水生根茎类,9.755223881,55.472,2.277802924,4.015878389
2021-2-7,水生根茎类,10.77878788,101.527,2.377580118,4.620324773
2021-2-8,水生根茎类,11.16101695,124.55,2.412427077,4.824707242
2021-2-9,水生根茎类,13.11625616,211.431,2.573852389,5.353898704
2021-2-10,水生根茎类,14.35608108,296.792,2.664173621,5.693031557
2021-2-13,水生根茎类,12.9,50,2.557227311,3.912023005
2021-2-14,水生根茎类,14.15375,65.073,2.649979607,4.175509717
2021-2-15,水生根茎类,14.05681818,68.394,2.643107558,4.225285101
2021-2-16,水生根茎类,14,67.819,2.63905733,4.216842392
2021-2-17,水生根茎类,12,53.632,2.48490665,3.982145905
2021-2-18,水生根茎类,12,62.327,2.48490665,4.132394719
2021-2-19,水生根茎类,9.711111111,73.044,2.273270705,4.291061999
2021-2-20,水生根茎类,11.885,60.612,2.475277101,4.104492893
2021-2-21,水生根茎类,11.89649123,38.554,2.476243502,3.652059856
2021-2-22,水生根茎类,10.27358491,40.444,2.329576029,3.699918301
2021-2-23,水生根茎类,11.13050847,44.084,2.409689849,3.786096905
2021-2-24,水生根茎类,10.54375,54.382,2.355533267,3.996033217
2021-2-25,水生根茎类,11.79680851,74.027,2.46782903,4.304429892
2021-2-26,水生根茎类,11.17303371,72.508,2.413503171,4.283696901
2021-2-27,水生根茎类,10.57121212,45.651,2.358134469,3.821025513
2021-2-28,水生根茎类,9.973239437,49.705,2.29990545,3.906105532
2021-3-1,水生根茎类,9.986111111,29.048,2.301195239,3.368949634
2021-3-2,水生根茎类,9.957627119,46.406,2.298338802,3.837428761
2021-3-3,水生根茎类,9.953571429,20.757,2.297931424,3.032883539
2021-3-4,水生根茎类,9.972972973,28.177,2.299878731,3.338506042
2021-3-5,水生根茎类,9.963829787,35.138,2.298961514,3.559283166
2021-3-6,水生根茎类,9.953333333,61.735,2.297907503,4.122851031
2021-3-7,水生根茎类,9.979591837,36.889,2.300542191,3.607913404
2021-3-8,水生根茎类,9.992857143,26.921,2.301870552,3.292906651
2021-3-9,水生根茎类,8.830508475,42.608,2.178212598,3.752042029
2021-3-10,水生根茎类,8,24.891,2.079441542,3.214506292
2021-3-11,水生根茎类,9.058490566,31.801,2.203702502,3.459497736
2021-3-12,水生根茎类,8.326666667,21.764,2.119463216,3.080257229
2021-3-13,水生根茎类,10.77333333,47.086,2.377073945,3.851975717
2021-3-14,水生根茎类,10.63658537,30.295,2.364299509,3.410982682
2021-3-15,水生根茎类,10.5,22.597,2.351375257,3.117817154
2021-3-16,水生根茎类,10.44615385,19.772,2.346233858,2.984266795
2021-3-17,水生根茎类,11.50344828,19.493,2.442646841,2.970055427
2021-3-18,水生根茎类,10.48333333,20.852,2.349786694,3.037449867
2021-3-19,水生根茎类,11.00869565,39.292,2.398685474,3.671020936
2021-3-20,水生根茎类,11.67142857,39.984,2.457143853,3.688479374
2021-3-21,水生根茎类,10.828125,41.705,2.382146916,3.730621026
2021-3-22,水生根茎类,11.51764706,10.113,2.443880386,2.313821725
2021-3-23,水生根茎类,10.77391304,13.349,2.377127753,2.591441476
2021-3-24,水生根茎类,10.84761905,14.013,2.383945614,2.63998547
2021-3-25,水生根茎类,10.8625,15.827,2.385316491,2.761717342
2021-3-26,水生根茎类,10.97692308,40.178,2.395795167,3.693319582
2021-3-27,水生根茎类,11.21346154,43.191,2.41711498,3.76563214
2021-3-28,水生根茎类,10.57608696,30.71,2.358595505,3.424588334
2021-3-29,水生根茎类,11.176,15.5,2.413768622,2.740840024
2021-3-30,水生根茎类,10.93043478,14.905,2.39155108,2.701696727
2021-3-31,水生根茎类,11.8,19.503,2.468099531,2.9705683
2021-4-1,水生根茎类,13.292,20.743,2.58716235,3.03220884
2021-4-2,水生根茎类,12.14489796,37.764,2.496909161,3.631356268
2021-4-3,水生根茎类,10.42,38.786,2.343727036,3.658059357
2021-4-4,水生根茎类,10.01702128,33.95,2.304285774,3.524888854
2021-4-5,水生根茎类,8.903125,24.241,2.186402339,3.188045414
2021-4-6,水生根茎类,10.57142857,3.622,2.358154944,1.287026359
2021-4-7,水生根茎类,10.19354839,17.735,2.321755009,2.875540088
2021-4-8,水生根茎类,11.63636364,9.582,2.454134991,2.259886338
2021-4-9,水生根茎类,10.68684211,29.704,2.369013275,3.391281717
2021-4-10,水生根茎类,11.54444444,22.753,2.44620432,3.124697005
2021-4-11,水生根茎类,11.67368421,22.196,2.457337096,3.099912092
2021-4-12,水生根茎类,11.6,4.178,2.451005098,1.429832663
2021-4-13,水生根茎类,10.66666667,5.553,2.367123614,1.714338322
2021-4-14,水生根茎类,11.01,19.197,2.398803951,2.954754017
2021-4-15,水生根茎类,10.9,17.098,2.388762789,2.838961498
2021-4-16,水生根茎类,11.08214286,19.018,2.405335062,2.945385899
2021-4-17,水生根茎类,11.47111111,35.302,2.439831797,3.56393962
2021-4-18,水生根茎类,11.20689655,22.237,2.416529352,3.101757568
2021-4-19,水生根茎类,11.025,12.658,2.400165421,2.538289426
2021-4-20,水生根茎类,10.345,12.167,2.336503311,2.498727369
2021-4-21,水生根茎类,10.33333333,13.078,2.335374915,2.570931429
2021-4-22,水生根茎类,10.63157895,11.64,2.363828718,2.454447442
2021-4-23,水生根茎类,10,10.413,2.302585093,2.343055026
2021-4-24,水生根茎类,10,17.178,2.302585093,2.843629495
2021-4-25,水生根茎类,10,11.454,2.302585093,2.438339014
2021-4-26,水生根茎类,10.66666667,11.871,2.367123614,2.474098451
2021-4-27,水生根茎类,10.125,9.127,2.315007613,2.211237054
2021-4-28,水生根茎类,10.625,7.359,2.363209715,1.995924054
2021-4-29,水生根茎类,10.73684211,8.818,2.373681015,2.176795087
2021-4-30,水生根茎类,10.54545455,14.856,2.355694919,2.698403824
2021-5-1,水生根茎类,10.34482759,18.075,2.336486645,2.894529768
2021-5-2,水生根茎类,10.48,17.439,2.349468679,2.858709077
2021-5-3,水生根茎类,10.21428571,18.743,2.3237873,2.930820349
2021-5-4,水生根茎类,10.4,8.799,2.341805806,2.174638079
2021-5-5,水生根茎类,10.59259259,15.352,2.360154945,2.731245759
2021-5-6,水生根茎类,10.66666667,5.992,2.367123614,1.790425246
2021-5-7,水生根茎类,11.06666667,6.436,2.403937588,1.861907229
2021-5-8,水生根茎类,10.72,11.457,2.372111156,2.438600897
2021-5-9,水生根茎类,12.7516129,21.145,2.545657766,3.051403471
2021-5-10,水生根茎类,13.05384615,8.06,2.569082814,2.086913557
2021-5-11,水生根茎类,11.74705882,8.963,2.463602896,2.193104992
2021-5-12,水生根茎类,10.99,6.081,2.396985768,1.805169156
2021-5-13,水生根茎类,11.06071429,14.949,2.403399577,2.704644408
2021-5-14,水生根茎类,10.4125,11.412,2.343007007,2.434665433
2021-5-15,水生根茎类,10,12.399,2.302585093,2.517615824
2021-5-16,水生根茎类,10,6.386,2.302585093,1.854108094
2021-5-17,水生根茎类,10,5.011,2.302585093,1.611635496
2021-5-18,水生根茎类,10,12.309,2.302585093,2.510330702
2021-5-19,水生根茎类,10,12.199,2.302585093,2.501353981
2021-5-20,水生根茎类,10,8.975,2.302585093,2.194442934
2021-5-21,水生根茎类,10,4.178,2.302585093,1.429832663
2021-5-22,水生根茎类,10,9.18,2.302585093,2.217027205
2021-5-23,水生根茎类,10.19354839,17.229,2.321755009,2.846594011
2021-5-24,水生根茎类,10,4.28,2.302585093,1.45395301
2021-5-25,水生根茎类,10,5.412,2.302585093,1.68861871
2021-5-26,水生根茎类,10,4.008,2.302585093,1.388292364
2021-5-27,水生根茎类,10,8.319,2.302585093,2.118542055
2021-5-28,水生根茎类,10,6.205,2.302585093,1.825355419
2021-5-29,水生根茎类,10,9.57,2.302585093,2.258633205
2021-5-30,水生根茎类,10,4.719,2.302585093,1.551596913
2021-5-31,水生根茎类,10,5.404,2.302585093,1.68713942
2021-6-1,水生根茎类,10,7.217,2.302585093,1.976439354
2021-6-2,水生根茎类,10,8.681,2.302585093,2.161136729
2021-6-3,水生根茎类,10,11.019,2.302585093,2.399621056
2021-6-4,水生根茎类,10.90322581,13.461,2.389058691,2.599796616
2021-6-5,水生根茎类,10.88372093,19.495,2.38726818,2.970158022
2021-6-6,水生根茎类,13.2,7.182,2.58021683,1.971577896
2021-6-7,水生根茎类,11.14285714,8.757,2.410798677,2.169853381
2021-6-8,水生根茎类,10.84210526,7.394,2.383437189,2.000668861
2021-6-9,水生根茎类,16.67,7.943,2.813610697,2.072291038
2021-6-10,水生根茎类,16.23333333,10.34,2.787066741,2.336019869
2021-6-11,水生根茎类,17.47619048,6.744,2.860839411,1.908653221
2021-6-12,水生根茎类,17.13333333,22.347,2.841025884,3.106692084
2021-6-13,水生根茎类,18.93103448,11.431,2.940802611,2.436328963
2021-6-14,水生根茎类,19.32777778,14.049,2.961543324,2.642551219
2021-6-15,水生根茎类,20.27741935,9.998,3.00950792,2.302385073
2021-6-16,水生根茎类,13.22105263,5.187,2.581810455,1.646155495
2021-6-17,水生根茎类,14.63076923,9.409,2.683126793,2.241666678
2021-6-18,水生根茎类,18.39166667,7.902,2.911897664,2.067115892
2021-6-19,水生根茎类,18.67272727,10.313,2.927064025,2.333405235
2021-6-20,水生根茎类,20.66666667,10.001,3.028522097,2.302685088
2021-6-21,水生根茎类,15.35862069,9.9,2.731676925,2.292534757
2021-6-22,水生根茎类,13.76756757,13.91,2.62231565,2.632608006
2021-6-23,水生根茎类,13.03636364,10.931,2.567742656,2.391602789
2021-6-24,水生根茎类,18.95294118,6.119,2.941959127,1.811398684
2021-6-25,水生根茎类,11.42580645,10.916,2.435874521,2.390229603
2021-6-26,水生根茎类,11.82857143,20.953,2.470517912,3.042281834
2021-6-27,水生根茎类,13.70545455,19.982,2.617793896,2.994831868
2021-6-28,水生根茎类,12.20769231,9.933,2.50206627,2.295862547
2021-6-29,水生根茎类,10.7,9.52,2.370243741,2.253394849
2021-6-30,水生根茎类,15.34,7.464,2.730463796,2.010091464
2021-7-1,水生根茎类,13.408,8.512,2.595851544,2.141476933
2021-7-2,水生根茎类,14.22727273,10.79,2.655160737,2.378619779
2021-7-3,水生根茎类,14.34655172,29.657,2.663509615,3.389698185
2021-7-4,水生根茎类,13.26862745,24.214,2.58540241,3.186930978
2021-7-5,水生根茎类,12.8962963,14.947,2.556940162,2.704510611
2021-7-6,水生根茎类,12.73333333,7.861,2.544223227,2.061913825
2021-7-7,水生根茎类,15.42727273,8.404,2.7361369,2.128707783
2021-7-8,水生根茎类,15.30909091,12.209,2.728446829,2.502173385
2021-7-9,水生根茎类,13.09090909,4.507,2.571918027,1.505631744
2021-7-10,水生根茎类,14.42580645,14.838,2.669018717,2.697191458
2021-7-11,水生根茎类,16.44390244,14.099,2.799954736,2.646103873
2021-7-12,水生根茎类,15.94,7.559,2.768831673,2.022738906
2021-7-13,水生根茎类,19.45555556,7.123,2.968132662,1.963328985
2021-7-14,水生根茎类,13.61538462,14.182,2.611200375,2.651973555
2021-7-15,水生根茎类,13.18666667,5.78,2.579206218,1.754403683
2021-7-16,水生根茎类,12.46046512,23.636,2.522560842,3.162770973
2021-7-17,水生根茎类,15.08909091,27.115,2.713972026,3.30008708
2021-7-18,水生根茎类,14.19824561,30.138,2.653118408,3.405786834
2021-7-19,水生根茎类,16.91470588,15.754,2.828183414,2.757094301
2021-7-20,水生根茎类,18.07058824,12.512,2.894285657,2.526688184
2021-7-21,水生根茎类,15.74358974,18.057,2.756433282,2.893533421
2021-7-22,水生根茎类,15.00645161,17.843,2.708480216,2.881611274
2021-7-23,水生根茎类,12.32222222,13.844,2.511404317,2.627851926
2021-7-24,水生根茎类,13.42608696,32.222,2.597199602,3.472649449
2021-7-25,水生根茎类,11.44,24.134,2.437115986,3.183621635
2021-7-26,水生根茎类,12.97368421,16.444,2.562923014,2.799960669
2021-7-27,水生根茎类,13.82191781,33.891,2.626255579,3.523149492
2021-7-28,水生根茎类,14.225,32.418,2.65500098,3.478713824
2021-7-29,水生根茎类,11.1,17.107,2.406945108,2.839487736
2021-7-30,水生根茎类,12.13478261,20.72,2.496075925,3.031099417
2021-7-31,水生根茎类,13.1755102,23.282,2.578359819,3.14768053
2021-8-1,水生根茎类,11.92933333,36.228,2.479000353,3.589832301
2021-8-2,水生根茎类,10,22.943,2.302585093,3.133012879
